,id,season,token,amount,withdrawnAmount,token_name
7,0x63b98c09120e4ef75b4c122d79b39875f28a6fcc-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6157,6157,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,190083,0,bean
8,0x63b98c09120e4ef75b4c122d79b39875f28a6fcc-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6316,6316,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,34202320,100000000,bean
9,0x63b98c09120e4ef75b4c122d79b39875f28a6fcc-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-7014,7014,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1635643,0,bean
0,0x66435387dce9f113be44d5e730eb1c068b328e93-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5938,5938,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,99443665857,397774663428,ur_bean_3crv
1,0x66435387dce9f113be44d5e730eb1c068b328e93-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5982,5982,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,98444321938,492221609690,ur_bean_3crv
2,0x66435387dce9f113be44d5e730eb1c068b328e93-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,5,2210176272,ur_bean
3,0x66435387dce9f113be44d5e730eb1c068b328e93-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6081,6081,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3745072559,18725362795,ur_bean_3crv
0,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5830,5830,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,74180350102,964344551326,ur_bean_3crv
1,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5909,5909,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,197717815119,2570331596547,ur_bean_3crv
2,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6025,6025,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,26389149197,343058939561,ur_bean_3crv
3,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6058,6058,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,23996168831,ur_bean
4,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6200,6200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,8085143397,97021720764,ur_bean_3crv
5,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6212,6212,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3537184683,42446216196,ur_bean_3crv
6,0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6245,6245,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,8157555001,97890660012,ur_bean_3crv
0,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1,1,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1220446,2440892,ur_bean
1,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-887,887,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7555565,15111130,ur_bean
2,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-888,888,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,24684704,49369408,ur_bean
3,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1058,1058,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,27812805,55625610,ur_bean
4,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1059,1059,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,28821012,57642024,ur_bean
5,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1066,1066,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,77497654,154995308,ur_bean
6,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1072,1072,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,281411019,562822038,ur_bean
7,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1077,1077,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1604055,3208110,ur_bean
8,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1080,1080,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,415805,831610,ur_bean
9,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1090,1090,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3482529,6965058,ur_bean
10,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1655,1655,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,8604209,17208418,ur_bean
11,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1656,1656,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1984458,3968916,ur_bean
12,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2848,2848,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,367793148,735586296,ur_bean
13,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-4407,4407,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,8212016,16424032,ur_bean
14,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5486,5486,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,33884441,67768882,ur_bean
15,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5750,5750,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,870870914,1741741828,ur_bean
16,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5893,5893,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,9650080722,19300161444,ur_bean
17,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5959,5959,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,277711665,555423330,ur_bean
18,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5976,5976,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,273209699,546419398,ur_bean
19,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5979,5979,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,45264891,90529782,ur_bean
20,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5997,5997,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,240210033,480420066,ur_bean
21,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6015,6015,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,346566382,693132764,ur_bean
22,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6022,6022,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,167250922,334501844,ur_bean
23,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6038,6038,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,282611621,565223242,ur_bean
24,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6057,6057,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,289516883,579033766,ur_bean
25,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,152466756,404933512,ur_bean
26,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6079,6079,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,100000000,200000000,ur_bean
27,0xce66c6a88bd7bec215aa04fda4cf7c81055521d0-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6117,6117,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,10586355,0,bean
0,0x9d840dccb22e781e7f223ada4dc49e6734d2ce17-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-7158,7158,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,1999036341236571472059,0,bean_3crv
0,0xfda1215797d29414e588b2e62fc390ee2949aaaa-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5825,5825,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,24739233599,49478467198,ur_bean_3crv
1,0xfda1215797d29414e588b2e62fc390ee2949aaaa-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,2137596993,ur_bean
2,0xfda1215797d29414e588b2e62fc390ee2949aaaa-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6100,6100,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1080313163,1080313163,ur_bean_3crv
3,0xfda1215797d29414e588b2e62fc390ee2949aaaa-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6160,6160,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2707383,0,bean
4,0xfda1215797d29414e588b2e62fc390ee2949aaaa-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6923,6923,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14195500,0,bean
0,0x968e24c15a30d6ff1b67f590c1c3a7fcecb5c3fd-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6036,6036,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,658125655,ur_bean
1,0x968e24c15a30d6ff1b67f590c1c3a7fcecb5c3fd-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,6954814,819603560,ur_bean
0,0x7bb955249d6f57345726569ea7131e2910ca9c0d-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5616,5616,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,61716604188,129959109176,ur_bean
1,0x7bb955249d6f57345726569ea7131e2910ca9c0d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5994,5994,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1,153346519277,ur_bean_3crv
2,0x7bb955249d6f57345726569ea7131e2910ca9c0d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6080,6080,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4548327480,4548327480,ur_bean_3crv
3,0x7bb955249d6f57345726569ea7131e2910ca9c0d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6196,6196,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4586477948,4586477948,ur_bean_3crv
4,0x7bb955249d6f57345726569ea7131e2910ca9c0d-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6612,6612,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,24010000000,48020000000,ur_bean
0,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1036,1036,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,38,38,ur_bean
1,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6066,6066,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,648817573,1297635146,ur_bean
2,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6066,6066,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,294921727,589843454,ur_bean_3crv
3,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,6726625,13453250,ur_bean
4,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8591,8591,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,285421,44638370,bean
0,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5556,5556,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,46012595134,92025190268,ur_bean_3crv
1,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5756,5756,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,10248994262,20497988524,ur_bean_3crv
2,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5948,5948,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1836754089,3673508178,ur_bean_3crv
3,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5989,5989,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2634401677,5268803354,ur_bean_3crv
4,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6036,6036,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4789384993,9578769986,ur_bean_3crv
5,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6061,6061,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2096892178,4193784356,ur_bean_3crv
6,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6064,6064,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1515906238,3031812476,ur_bean_3crv
7,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,774768094,ur_bean
8,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6074,6074,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,810888591,1621777182,ur_bean_3crv
9,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6102,6102,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,584009839,0,bean
10,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6102,6102,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,5716311595742947032963,0,bean_3crv
11,0x4cc19a7a359f2ff54ff087f03b6887f436f08c11-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6487,6487,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,169542296,0,bean
0,0xc315231efc43290770d310230faef444014b1d8d-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8565,8565,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,147458,0,bean
0,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6076,6076,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,987938099691382221641,0,bean_3crv
1,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6077,6077,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,5250866244817484376426,0,bean_3crv
2,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6078,6078,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,4873448831084406134078,0,bean_3crv
3,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6087,6087,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,58579422673359868764,0,bean_3crv
4,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6096,6096,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,107792671331821109654,0,bean_3crv
5,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6119,6119,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,14981752053012115234716,0,bean_3crv
6,0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8487,8487,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,481679673,0,bean
0,0x0e0826998f02b2353499a12a0ea8d8eebe27567f-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6281,6281,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,179977,0,bean
0,0x6cd83315e4c4bfdf95d4a8442927c018f328c9fe-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2731,2731,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,8762772894,17525545788,ur_bean_3crv
1,0x6cd83315e4c4bfdf95d4a8442927c018f328c9fe-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2803,2803,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,0,ur_bean
2,0x6cd83315e4c4bfdf95d4a8442927c018f328c9fe-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5271,5271,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3132217100,6264434200,ur_bean_3crv
3,0x6cd83315e4c4bfdf95d4a8442927c018f328c9fe-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,4329262213,8658524426,ur_bean
0,0xb47959506850b9b34a8f345179ed1c932aaa8bfa-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-7069,7069,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,104758,0,bean
0,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5985,5985,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,19902085594,59706256782,ur_bean_3crv
1,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5986,5986,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4887401682,14662205046,ur_bean_3crv
2,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,1570542106,ur_bean
3,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6227,6227,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,529074658,529074658,ur_bean_3crv
4,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6376,6376,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,10349326,0,bean
5,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6379,6379,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,26639,0,bean
6,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6890,6890,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,4236951,0,bean
7,0xe463d56e80da7292a90faf77ba3f7524f0a0dccd-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8239,8239,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,16151361,0,bean
0,0xf840aa35b73ee0bbf488d81d684706729aba0a15-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6052,6052,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,681969132529,4773783927703,ur_bean_3crv
1,0xf840aa35b73ee0bbf488d81d684706729aba0a15-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6057,6057,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3703994141,40743935551,ur_bean
2,0xf840aa35b73ee0bbf488d81d684706729aba0a15-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6064,6064,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,5420849083,59629339913,ur_bean
3,0xf840aa35b73ee0bbf488d81d684706729aba0a15-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,6543149107,71974640177,ur_bean
4,0xf840aa35b73ee0bbf488d81d684706729aba0a15-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-10037,10037,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,16398558,0,bean
0,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1815,1815,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1968715430,3937430860,ur_bean
1,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-3483,3483,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,30233095097,60466190194,ur_bean_3crv
2,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5804,5804,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,11297121829,22594243658,ur_bean
3,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5947,5947,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1602007529,3204015058,ur_bean
4,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5993,5993,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3795983847,7591967694,ur_bean
5,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5993,5993,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,68957255480,137914510960,ur_bean_3crv
6,0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,15570515965,31141031930,ur_bean
0,0x77ab999d1e9f152156b4411e1f3e2a42dab8cd6d-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6359,6359,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,50000000,0,bean
0,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6019,6019,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,20370703033,40741406066,ur_bean_3crv
1,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6056,6056,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,904618709,3618474836,ur_bean
2,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,396018825,1584075300,ur_bean
3,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6074,6074,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,2537558081943725297892,0,bean_3crv
4,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6094,6094,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,103862041,0,bean
5,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6095,6095,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,23266415,0,bean
6,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-6102,6102,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,4866000000000000000000,0,bean_3crv
7,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6103,6103,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,138274008,0,bean
8,0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8062,8062,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,86600914,0,bean
0,0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8049,8049,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2648,0,bean
1,0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8149,8149,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,94684,0,bean
2,0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8531,8531,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,73547,0,bean
3,0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8626,8626,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,12700,0,bean
