address,bean_crv_token,bean,unripe_bean_crv_token,unripe_bean
0xf1a621fe077e4e9ac2c0cefd9b69551db9c3f657,,0,,
0x0469e94f1adc4d06120fac04f48fb8b97a742ca1,,0,,
0xe88a280b0434f0523c99455d2d6fb0e2e5be088c,,0,,
0xdc2133d7ff0c38e0d022f319971c5391fa5b8d5b,,143,,
0x74de5d4fcbf63e00296fd95d33236b9794016631,,0,,
0xc940a80b7ceeaf00798b9178e63210ffcd23ba9b,,0,,
0xc1f80163cc753f460a190643d8fcbb7755a48409,,0,,
0x86642f87887c1313f284dbec47e79dc06593b82e,,1,,
0x0f101ccdd4673316933339c8fba5fc3b262cf4cb,,0,,
0x2329d6d67dc1d4da1858e2fe839c20e7f5456081,,0,,
0x9918740aaaaed3166255677f8f30d018b8c75370,,223.13,,
0xcfcdcde4d1c654ed980b4b3f6ff782194b3aa666,,0,,
0xe7453d383eb7d1d2c34e62ab0c1a3865b064babb,,0,,
0x77bd7d6d8e6cb76032ff6a96921d81a98baf3637,,0,,
0x11e2497aa81e45e824a4a4ea8fd941a1059ed333,,0,,
0xf2d47e78dea8e0f96902c85902323d2a2012b0c0,,167.35,,
0x6fcec9fc51359765d89dcdcf0e22dc96c26280b2,,0,,
0x34c3a5ea06a3a67229fb21a7043243b0eb3e853f,,16.5,,
0x5f5ad340348cd7b1d8fabe62c7afe2e32d2de359,,0,,
0x51b2adf97650a8d732380f2d04f5922d740122e3,,0,,
0xc2820f702ef0fbd8842c5ce8a4fcac5315593732,,0,,
0x4515957daf1c5a1cd2e24d000e909a0ff6be1975,,0,,
0x808995e68a45b4d5a1ba61429882b47011e96c79,,0,,
0x7b0391c88672f61c6a298afba746ce359fdaf6e6,,0,,
0x1df00f89bf7fdcda1701a6787661a8962cd49ef0,,0,,
0x9b54ede44b624e057aa948308e0c10d91bfd59e6,,0,,
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,,0,,
0xe105eac05168e75657fb7048b481a17a53af91e8,0,,,
0x0933f554312c7bcb86df896c46a44ac2381383d1,,0,,
0xbaec6ed4a9c3b333e1cb20c3e729d7100c85d8f1,0,0,,
0x8a8073ce976490d9e13953b3d85a65476f27712f,,0,,
0x047b22bfe547d29843c825dbcbd9e0168649d631,,13.72,,
0x974dadf4837b8618c80bf9212e0a7590402a5752,,0,,
0xf80cde9fbb874500e8932de19b374ab473e7d207,,0,,
0x7c27a1f60b5229340bc57449cfb91ca496c3c1c1,,0,,
0xe6c62ce374b7918bc9355d13385a1fb8a47cf3e0,,0,,
0xc1d1f253e40d2796fb652f9494f2cee8255a0a4f,,0,,
0xd360ecb91406717ad13c4fae757b69b417e2af6b,,0,,
0x122de1514670141d4c22e5675010b6d65386a9f6,,0,,
0xc65f06b01e114414aac120d54a2e56d2b75b1f85,0,0,,
0x9a9f7885a9a0b9efd48d1eafa17e2e633f89e609,,0,,
0x53dc93b33d63094770a623406277f3b83a265588,,25.49,,
0xa8ee3e3c264d6034147fa1f21d691bac393c7d94,,0,,
0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,,0,,
0x5ea7ea516720a8f59c9d245e2e98bca0b6df7441,,831.06,,
0x6dffff3149b626148c79ca36d97fe0219cb66a6d,,582.45,,
0xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,,910.28,,
0x55179ffefc2d49dab14ba15d25fb023408450409,,0,,
0xe495d8c21bb0c4ab9a627627a4016df40c6daa74,,0,,
0x404a75f728d7e89197c61c284d782ec246425aa6,,0,,
0x39a8fa36ca6ee87bf5062ffeabc43249ca572666,,0,,
0x3822bbbd588fe86964c7751d6c6a6bd010927307,0,0,,
0xab557f77ef6d758a18df60acfacb1d5fee4c09c2,,0,,
0x8ac9db9c51e0d077a2fa432868eafd02d9142d53,,0,,
0xff6bdfc378be9bb2fcd8b081aa15f2bdaeb0f441,,0,,
0xff961ed9c48fbebdef48542432d21efa546ddb89,,0,,
0xf5bf009bec4cbb93e9571ffb7e1428fffd398191,,0,,
0x7379a8357e5791fbd3b77c3ba380f7fe850c13f0,,0,,
0x7482fe6a86c52d6eeb42e92a8f661f5b027d4397,,0,,
0x51001383c0283736664b0a81e383148af7050890,,0,,
0x569fa8c1e62feab5b93a6252ddb8c0fd29423c50,,0,,
0x44db0002349036164dd46a04327201eb7698a53e,,0,,
0x7bd5d9279414a7d5c3b17916a916f0c7fd2c593b,,0,,
0x19a4fe7d0c76490cca77b45580846cdb38b9a406,,0.57,,
0xc73e258784a41d10ee5823c12e97806551bc8eec,,0,,
0x41eff4e547090fbd310099fe13d18069c65dfe61,,0,,
0x072fa8a20fa621665b94745a8075073ceadfe1dc,,85.83,,
0x2adc4d8e3d2df0b37611130bc9ed82cdfa3e2762,0,0,,
0xe09c29f85079035709b0cf2839750bcf5dcde163,,0,,
0xf83a182bae282d6d7dc6011a8c8fece73da37e5c,,0,,
0xcafbfa9a10794f756f87ec6fcc1b3c23f9b556df,,9308,,
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,,0.75,,
0x1c0f042ae8dffbac8113e3036d770339ab491a85,,0,,
0xeaa4f3773f57af1d4c7130e07cde48050245511b,,0,,
0x027be82bf7895db5fc1fea5696117e875bbcc0de,,0,,
0x00c2cdfd0ccf699632d87bac5802e9136f9989e2,,0,,
0x54e7efc4817ceee97b9c9a8e87d1cc6d3ec4d2e1,,0,,
0x9532af5d585941a15fdd399aa0ecc0ef2a665daa,,540.08,,
0x5add1cec842699d7d0eaea77632f92cf3f3ff8cf,,0,,
0x32a59b87352e980dd6ab1baf462696d28e63525d,,0,,
0x0017dfe08bcc0dc9a323ca5d4831e371534e9320,,0,,
0x4c7b7ba495f6da17e3f07ab134a9c2c79df87507,,0,,
0xdd9f24efc84d93deef3c8745c837ab63e80abd27,,0.06,,
0x6343b307c288432bb9ad9003b4230b08b56b3b82,,0,,
0xa96fadab25a05dca522053908be92e8ce56529fc,,0,,
0x9c8fc7e1beaa9152b555d081c4bcc326cb13c72b,,0,,
0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,,0,,
0x15ad9ef623b0d635f2eebf20e0548121cbafc719,,0,,
0xe249d1be97f4a716cde0d7c5b6b682f491621c41,,0,,
0x36b9ab68d5999f060fe8db71e35c8b5201313178,,0,,
0xc0eb311c2f846bd359ed8eaa9a766d5e4736846a,,0,,
0xaa44cac4777dcb5019160a96fbf05a39b41edd15,,13.76,,
0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,,0,,
0xd6385a1d4a62233f6adbaecfd60ac674f69820b0,,0,,
0x70c6e66f75aa2cdfe899ef12397217d62d3eaeba,,0,,
0x34a649fde43ce36882091a010aae2805a9fcff0d,,0,,
0x6872a46f83af5cc03a704b2fe250f0b371caf7d0,,14.73,,
0xa82240bb0291a8ef6e46a4f6b8abf4737b0b5257,0,0,,
0x3c5aac016ef2f178e8699d6208796a2d67557fe2,,400,,
0x85ed5d7d62cc5d33ac57c1814faabc648aec81e8,,0,,
